V1,V2,word,type
5.006763015219388,2.541744397403986,May,female
5.486568484732327,2.7431844933054754,Will,male
4.986331019827542,2.5372002584956,August,female
4.9634108881441925,2.513474510433466,August,male
4.963217292257962,2.52498786282757,June,female
4.965050254294095,2.5184777243159124,April,female
5.045792613455472,2.6117572052500555,Link,male
1.5732796530215123,-3.6816805140950373,John,male
5.314778361746487,-2.6622670428731134,West,male
5.379845653006253,2.773994134189875,Don,male
5.035060916372952,2.5733459455988714,Major,male
7.616126571127591,0.8765822326860735,River,female
7.615034614035306,0.8762305876336405,River,male
5.2924232820956085,2.882986472370417,Said,male
3.507055793234525,0.8632259046755144,German,male
5.0791664461581085,2.63455657792309,Case,male
2.2849755625216344,2.753249095203669,London,female
2.2896051744906285,2.754637168171198,London,male
5.591362986990628,4.120131419422419,King,male
4.065151248404202,4.0078672630808665,India,female
1.8481068949190953,-3.785164667842596,William,male
5.5917373041598175,4.12585251164654,Royal,female
5.599286590048489,4.1191333992503,Royal,male
1.6789830069033482,-3.642852617976873,James,male
5.058890376516995,-1.2871263759114435,George,male
-3.870127167275729,4.648972914936335,Summer,female
4.1463871340243195,3.95032064748028,America,female
1.4586224894015172,-2.5153654353596857,David,male
6.050950084158597,3.1161724789164373,Love,female
1.902673993536649,-3.64393885302326,Robert,male
3.760398421713529,-6.8637007014729665,Star,female
1.4663632254092076,-3.6619952456929377,Paul,male
7.617765937277493,0.8795287212453196,Lake,male
0.8585272173373082,-3.1102016704060724,Michael,male
1.7886231283633092,-3.7811163203694513,Thomas,male
1.8919167856661656,-3.8239539401509455,Charles,male
-7.426126923135104,5.190844224216731,Roman,male
-0.2627635260136745,-3.833566023586004,Ireland,female
-1.5515643020184657,-3.0530305640675715,Saint,male
1.5177493433443883,-3.6448786990620783,Peter,male
2.6226032118288853,0.5066161615870306,Christian,male
5.333299670645413,2.7137300236246893,Seven,male
5.491509471365628,2.749524281742365,Ever,male
1.8948626856295445,-3.8457783000447443,Henry,male
1.3474831919161656,-2.7965451018788507,Mark,male
1.9579844812838414,-3.5535801188924006,Richard,male
4.8107219080416534,-5.20544893908283,Virginia,female
5.603057895132718,4.114280627491267,Navy,female
2.3105099539248326,2.809830711605341,Paris,female
2.2985885481325963,2.811748312237055,Paris,male
4.517483745047269,-2.0347030894734552,Smith,male
-8.121885742715182,-0.49363048243304997,Italy,female
3.16506913704556,-0.31837458777210026,Van,male
-6.699983086160007,1.036972181322367,Mary,female
4.803644690939603,-5.2365363376118825,Carolina,female
0.3396731953112462,-3.4339998500325373,Martin,male
1.4044716696230748,-3.7205742137410334,Joseph,male
-2.622019733956637,-1.78114850687763,Louis,male
5.559371505209622,4.0966171486399485,Queen,female
5.570716414877591,4.112080262424739,Prince,male
-10.268958534768405,-5.2153805034138845,Jersey,female
3.9985781053988316,-1.1410530345418146,Lee,male
6.03877929253262,-0.3040649430730036,Stone,male
1.831124101111112,-3.788099123714178,Edward,male
4.79938891930264,-5.26025850939533,Georgia,female
-3.8869111199887416,4.6650256378672434,Winter,female
4.09395507378262,3.9906570179484198,Asia,female
-1.5054868121655605,-3.086791826961248,Bishop,male
12.52003911537808,-2.526911570308416,Boston,male
2.6324577669588902,-0.8488155143239191,Forest,male
-0.23856755690890763,-3.8209069507100275,Jack,male
5.129937205740628,2.711821006061823,Justice,female
5.145741496512112,2.721676872494013,Justice,male
5.651557956167874,-2.42777617144367,Jones,male
3.394445929953275,3.5615579350016424,Israel,male
5.190593753287015,-2.5835572020985773,Junior,male
1.1589920858828404,1.7813048226855108,Francisco,male
-0.27970304684955094,5.14871947598675,Tom,male
2.4309058527438023,2.7506732208750555,Victoria,female
3.921181712576566,-3.111088110683172,Frank,male
5.389822040030179,-2.6003466384389093,Miles,male
5.664598021933255,3.172131703617365,Knowledge,male
3.7375774721590855,-2.2990144031026056,Alexander,male
3.370771441885648,1.1422950787566015,Von,male
3.360452208944974,-1.885384871242254,Scott,male
-2.6729532142193935,-1.7508476512410334,Jean,male
0.2997600178210118,3.815988705875666,Joe,male
5.738960299917874,2.91491763425091,Hope,female
0.3822766880480626,-2.6696921126820734,Mike,male
5.232465777823148,-0.06912924217960148,Crew,male
5.866058383413968,2.9664389355204412,Faith,female
0.4381376842944005,-2.5114839808919123,Chris,male
-2.0819251199277065,-1.3654993312337091,Duke,male
2.3194208483187535,2.76785473656872,Sydney,female
0.6941849331347325,-2.903193308589666,Steve,male
4.870246444174466,-4.848987890956609,Indiana,female
7.6039958338229034,0.8650734996519396,Rivers,male
4.73506310982388,-1.066350175616949,Jackson,male
-1.4639240165265224,-1.1235367791630915,Rose,female
0.9850671629397252,-3.107548071620672,Andrew,male
1.4991853575198033,-2.152145935771673,Daniel,male
0.2919589619128087,3.8162934048197577,Tony,male
6.03074124855679,3.0595459206126043,Honor,female
6.032434974142728,3.0720371468088934,Honor,male
3.272014174887357,-3.377889467952459,Arthur,male
-6.636527981332126,0.9425205005429098,Elizabeth,female
-0.7906269093068263,6.070767567875178,Wilson,male
4.067743812033353,-2.6817227141835382,Ray,male
3.600986514517484,-2.1592348353840998,Grant,male
3.9952044825045445,-0.584406210658758,Taylor,female
4.016415629812894,-0.5800177590825251,Taylor,male
-8.117581333688083,-0.4895325438954523,Rome,male
5.268929038473782,2.854133771183283,Unique,female
-2.1883709688695094,-1.0276090638615778,Ocean,male
0.9031985144106724,-3.030190779445379,Stephen,male
-0.2800244946988246,5.199267552616389,Fox,male
-1.4388511289866588,-1.0487366454579523,Guy,male
-6.245299782326999,-0.8662330644108942,Maria,female
-3.9164120812924526,4.5744590027354075,Storm,female
5.007472548910794,-0.6216688888051203,Harry,male
5.395907435843167,-2.58314783739826,Davis,male
1.5075457434145787,-1.9981363551594904,Ben,male
5.32001880211514,0.890168977352173,Arizona,female
1.6032479147402623,-3.7073200480916193,Francis,male
0.6722992996661046,-2.8613522784688166,Brian,male
5.101071391531644,-2.0656934516408136,Lewis,male
1.7690389494387486,-0.5781124370076349,Earl,male
3.40475419563931,0.7547040073297331,Max,male
5.504938636252103,2.7390780909083197,Chance,male
1.9774754385439732,-3.0933094756581476,Simon,male
-6.5804195066006805,4.1090025169871165,Walter,male
-0.7317009826214931,6.019247697117121,Anderson,male
-0.42796220975238297,-0.16695190834781437,Sam,male
3.240374598929105,-3.390739752528875,Albert,male
6.193753753134427,1.9607707722208807,Jesus,male
4.524163756796536,-2.745438172099798,Howard,male
5.643243346640286,2.834782765629084,Haven,female
5.636415992209134,2.831271336796076,Haven,male
4.062499556967435,-1.4460247294881037,Miller,male
3.483174834677396,4.057236598255427,Egypt,female
-0.360184516480746,-2.917677475688665,Patrick,male
1.0425494055239537,-3.7911923663594416,Anthony,male
